,cytokine,cell,source
1771,LTA,"CD8-positive, alpha-beta T cell",cell-cytokine
1772,LTA,follicular dendritic cell,cell-cytokine
1773,LTA,natural killer cell,cell-cytokine
1774,LTA,fibroblast,cell-cytokine
1775,LTA,plasma cell,cell-cytokine
1776,LTA,medullary thymic epithelial cell,cell-cytokine
1777,LTA,M cell,cell-cytokine
1778,TNFSF4,T cell,cell-cytokine
1779,TNFSF4,"CD4-positive, alpha-beta T cell",cell-cytokine
1780,TNFSF4,T-helper 2 cell,cell-cytokine
1781,TNFSF4,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
1782,TNFSF4,B cell,cell-cytokine
1783,TNFSF4,eosinophil,cell-cytokine
1784,TNFSF4,"CD8-positive, alpha-beta T cell",cell-cytokine
1785,KITLG,mast cell,cell-cytokine
1786,KITLG,stem cell,cell-cytokine
1787,KITLG,hematopoietic stem cell,cell-cytokine
1788,KITLG,melanocyte,cell-cytokine
1789,KITLG,melanoblast,cell-cytokine
1790,KITLG,erythroid progenitor cell,cell-cytokine
1791,KITLG,germ cell,cell-cytokine
1792,KITLG,Sertoli cell,cell-cytokine
1793,KITLG,bone marrow cell,cell-cytokine
1794,KITLG,hepatic stellate cell,cell-cytokine
1795,KITLG,neuronal stem cell,cell-cytokine
1796,KITLG,granulosa cell,cell-cytokine
1797,KITLG,keratinocyte,cell-cytokine
1798,KITLG,mesenchymal cell,cell-cytokine
1799,KITLG,dendritic cell,cell-cytokine
1800,KITLG,embryonic stem cell,cell-cytokine
1801,CXCL12,stem cell,cell-cytokine
1802,CXCL12,stromal cell,cell-cytokine
1803,CXCL12,mesenchymal cell,cell-cytokine
1804,CXCL12,T cell,cell-cytokine
1805,CXCL12,hematopoietic stem cell,cell-cytokine
1806,CXCL12,leukocyte,cell-cytokine
1807,CXCL12,endothelial cell,cell-cytokine
1808,CXCL12,platelet,cell-cytokine
1809,CXCL12,neuron,cell-cytokine
1810,CXCL12,lymphocyte,cell-cytokine
1811,CXCL12,adult endothelial progenitor cell,cell-cytokine
1812,CXCL12,osteoblast,cell-cytokine
1813,CXCL12,neutrophil,cell-cytokine
1814,CXCL12,fibroblast,cell-cytokine
1815,CXCL12,"CD4-positive, alpha-beta T cell",cell-cytokine
1816,CXCL12,interneuron,cell-cytokine
1817,CXCL12,granule cell,cell-cytokine
1818,CXCL12,thymocyte,cell-cytokine
1819,CXCL12,neuroblast (sensu Nematoda and Protostomia),cell-cytokine
1820,CXCL12,monocyte,cell-cytokine
1821,CXCL12,B cell,cell-cytokine
1822,CXCL12,chondrocyte,cell-cytokine
1823,CXCL12,astrocyte,cell-cytokine
1824,CXCL12,type B pancreatic cell,cell-cytokine
1825,CXCL12,myeloid cell,cell-cytokine
1826,CXCL12,macrophage,cell-cytokine
1827,CXCL12,megakaryocyte,cell-cytokine
1828,CXCL12,epithelial cell,cell-cytokine
1829,CXCL12,fibrocyte,cell-cytokine
1830,CXCL12,neuronal stem cell,cell-cytokine
1831,CXCL12,keratinocyte,cell-cytokine
1832,CXCL12,neural cell,cell-cytokine
1833,CXCL12,microglial cell,cell-cytokine
1834,CXCL12,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
1835,CXCL12,glial cell,cell-cytokine
1836,CXCL12,precursor B cell,cell-cytokine
1837,CXCL12,T-helper 1 cell,cell-cytokine
1838,CXCL12,plasmacytoid dendritic cell,cell-cytokine
1839,CXCL12,granulocyte,cell-cytokine
1840,CXCL12,osteoclast,cell-cytokine
1841,CXCL12,mast cell,cell-cytokine
1842,CXCL12,stellate cell,cell-cytokine
1843,CXCL12,granulosa cell,cell-cytokine
1844,CXCL12,enterocyte,cell-cytokine
1845,CXCL12,germ cell,cell-cytokine
1846,CXCL12,mesothelial cell of pleura,cell-cytokine
1847,CXCL12,myoblast,cell-cytokine
1848,CXCL12,oligodendrocyte,cell-cytokine
1849,CXCL12,oocyte,cell-cytokine
1850,CXCL12,mature CD4 single-positive thymocyte,cell-cytokine
1851,CXCL12,odontoblast,cell-cytokine
1852,CXCL12,glomerular visceral epithelial cell,cell-cytokine
1853,CXCL12,cardiac muscle cell,cell-cytokine
1854,CXCL12,bone marrow cell,cell-cytokine
1855,CXCL12,endothelial cell of artery,cell-cytokine
1856,CXCL12,pneumocyte,cell-cytokine
1857,CXCL12,multi fate stem cell,cell-cytokine
1858,CXCL12,mesothelial cell of peritoneum,cell-cytokine
1859,CXCL12,hepatocyte,cell-cytokine
1860,CXCL12,epithelial cell of thymus,cell-cytokine
1861,CXCL12,"CD8-positive, alpha-beta T cell",cell-cytokine
1862,CXCL12,endothelial cell of lymphatic vessel,cell-cytokine
1863,TGFB3,chondrocyte,cell-cytokine
1864,TGFB3,fibroblast,cell-cytokine
1865,TGFB3,mesenchymal cell,cell-cytokine
1866,TGFB3,fibrocyte,cell-cytokine
1867,TGFB3,epithelial cell,cell-cytokine
1868,TNFSF13B,B cell,cell-cytokine
1869,TNFSF13B,neutrophil,cell-cytokine
1870,TNFSF13B,T cell,cell-cytokine
1871,TNFSF13B,T-helper 17 cell,cell-cytokine
1872,TNFSF13B,follicular B cell,cell-cytokine
1873,TNFSF13B,monocyte,cell-cytokine
1874,TNFSF13B,naive B cell,cell-cytokine
1875,RETN,fat cell,cell-cytokine
1876,RETN,leukocyte,cell-cytokine
1877,RETN,monocyte,cell-cytokine
1878,RETN,endothelial cell,cell-cytokine
1879,RETN,macrophage,cell-cytokine
1880,RETN,preadipocyte,cell-cytokine
1881,RETN,hematopoietic stem cell,cell-cytokine
1882,RETN,neutrophil,cell-cytokine
1883,RETN,platelet,cell-cytokine
1884,RETN,adult endothelial progenitor cell,cell-cytokine
1885,RETN,hepatocyte,cell-cytokine
1886,RETN,sperm,cell-cytokine
1887,RETN,vascular associated smooth muscle cell,cell-cytokine
1888,RETN,trophoblast cell,cell-cytokine
1889,RETN,erythrocyte,cell-cytokine
1890,RETN,osteoblast,cell-cytokine
1891,RETN,myoblast,cell-cytokine
1892,RETN,aortic endothelial cell,cell-cytokine
1893,PF4V1,endothelial cell,cell-cytokine
1894,PDGFA,fibroblast,cell-cytokine
1895,PDGFA,smooth muscle cell,cell-cytokine
1896,PDGFA,oligodendrocyte,cell-cytokine
1897,PDGFA,astrocyte,cell-cytokine
1898,PDGFA,hepatic stellate cell,cell-cytokine
1899,PDGFA,lens epithelial cell,cell-cytokine
1900,PDGFA,cementoblast,cell-cytokine
1901,PDGFA,platelet,cell-cytokine
1902,PDGFB,pericyte cell,cell-cytokine
1903,PDGFB,stromal cell,cell-cytokine
1904,PDGFB,fibroblast,cell-cytokine
1905,PDGFB,glomerular mesangial cell,cell-cytokine
1906,PDGFB,astrocyte,cell-cytokine
1907,PDGFB,hepatic stellate cell,cell-cytokine
1908,PDGFB,hematopoietic stem cell,cell-cytokine
1909,PDGFB,vascular associated smooth muscle cell,cell-cytokine
1910,PDGFB,neuron,cell-cytokine
1911,PDGFB,synovial cell,cell-cytokine
1912,PF4,platelet,cell-cytokine
1913,PF4,endothelial cell,cell-cytokine
1914,PF4,macrophage,cell-cytokine
1915,PF4,neutrophil,cell-cytokine
1916,PF4,fibroblast,cell-cytokine
1917,PF4,leukocyte,cell-cytokine
1918,PF4,T cell,cell-cytokine
1919,PF4,mast cell,cell-cytokine
1920,PF4,professional antigen presenting cell,cell-cytokine
1921,PF4,monocyte,cell-cytokine
1922,PF4,megakaryocyte,cell-cytokine
1923,PF4,microglial cell,cell-cytokine
1924,PF4,neuron,cell-cytokine
1925,PF4,stem cell,cell-cytokine
1926,PF4,hepatic stellate cell,cell-cytokine
1927,PF4,erythrocyte,cell-cytokine
1928,PF4,stellate cell,cell-cytokine
1929,PF4,hematopoietic stem cell,cell-cytokine
1930,MIF,macrophage,cell-cytokine
1931,MIF,leukocyte,cell-cytokine
1932,MIF,neutrophil,cell-cytokine
1933,MIF,lymphocyte,cell-cytokine
1934,MIF,neuron,cell-cytokine
1935,MIF,mature B cell,cell-cytokine
1936,MIF,T-helper 2 cell,cell-cytokine
1937,MIF,keratinocyte,cell-cytokine
1938,MIF,cardiac muscle cell,cell-cytokine
1939,MIF,neural cell,cell-cytokine
1940,MIF,microglial cell,cell-cytokine
1941,MIF,natural killer cell,cell-cytokine
1942,MIF,eosinophil,cell-cytokine
1943,LIF,embryonic stem cell,cell-cytokine
1944,LIF,neuron,cell-cytokine
1945,LIF,stem cell,cell-cytokine
1946,LIF,macrophage,cell-cytokine
1947,LIF,cardiac muscle cell,cell-cytokine
1948,LIF,osteoclast,cell-cytokine
1949,LIF,oligodendrocyte,cell-cytokine
1950,LIF,neuronal stem cell,cell-cytokine
1951,LIF,astrocyte,cell-cytokine
1952,LIF,myoblast,cell-cytokine
1953,LIF,Purkinje cell,cell-cytokine
1954,LIF,oocyte,cell-cytokine
1955,LIF,muscle cell,cell-cytokine
1956,LIF,leukocyte,cell-cytokine
1957,LIF,photoreceptor cell,cell-cytokine
1958,LIF,T cell,cell-cytokine
1959,LIF,keratinocyte,cell-cytokine
1960,LIF,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
1961,LIF,motor neuron,cell-cytokine
1962,CLCF1,fibroblast,cell-cytokine
1963,CLCF1,corticotroph,cell-cytokine
1964,CLCF1,B cell,cell-cytokine
1965,XCL1,T cell,cell-cytokine
1966,XCL1,"CD4-positive, alpha-beta T cell",cell-cytokine
1967,XCL1,bone marrow cell,cell-cytokine
1968,XCL1,microglial cell,cell-cytokine
1969,XCL1,"CD8-positive, alpha-beta T cell",cell-cytokine
1970,CX3CL1,leukocyte,cell-cytokine
1971,CX3CL1,neuron,cell-cytokine
1972,CX3CL1,natural killer cell,cell-cytokine
1973,CX3CL1,microglial cell,cell-cytokine
1974,CX3CL1,platelet,cell-cytokine
1975,CX3CL1,monocyte,cell-cytokine
1976,CX3CL1,lymphocyte,cell-cytokine
1977,CX3CL1,astrocyte,cell-cytokine
1978,CX3CL1,T cell,cell-cytokine
1979,CX3CL1,macrophage,cell-cytokine
1980,CX3CL1,mesangial cell,cell-cytokine
1981,CX3CL1,"CD4-positive, alpha-beta T cell",cell-cytokine
1982,CX3CL1,skeletal muscle cell,cell-cytokine
1983,CX3CL1,endothelial cell of vascular tree,cell-cytokine
1984,CX3CL1,osteoclast,cell-cytokine
1985,CX3CL1,embryonic stem cell,cell-cytokine
1986,CX3CL1,dendritic cell,cell-cytokine
1987,CX3CL1,inflammatory macrophage,cell-cytokine
1988,CX3CL1,plasma cell,cell-cytokine
1989,CX3CL1,eosinophil,cell-cytokine
1990,CX3CL1,muscle cell,cell-cytokine
1991,TGFB1,fibroblast,cell-cytokine
1992,TGFB1,platelet,cell-cytokine
1993,TGFB1,T cell,cell-cytokine
1994,TGFB1,epithelial cell,cell-cytokine
1995,TGFB1,macrophage,cell-cytokine
1996,TGFB1,endothelial cell,cell-cytokine
1997,TGFB1,keratinocyte,cell-cytokine
1998,TGFB1,hepatocyte,cell-cytokine
1999,TGFB1,glomerular visceral epithelial cell,cell-cytokine
2000,TGFB1,osteoblast,cell-cytokine
2001,TGFB1,regulatory T cell,cell-cytokine
2002,TGFB1,mast cell,cell-cytokine
2003,TGFB1,chondrocyte,cell-cytokine
2004,TGFB1,lymphocyte,cell-cytokine
2005,TGFB1,"CD4-positive, alpha-beta T cell",cell-cytokine
2006,TGFB1,mesenchymal cell,cell-cytokine
2007,TGFB1,mesangial cell,cell-cytokine
2008,TGFB1,monocyte,cell-cytokine
2009,TGFB1,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
2010,TGFB1,stromal cell,cell-cytokine
2011,TGFB1,astrocyte,cell-cytokine
2012,TGFB1,microglial cell,cell-cytokine
2013,TGFB1,cardiac fibroblast,cell-cytokine
2014,TGFB1,osteoclast,cell-cytokine
2015,TGFB1,B cell,cell-cytokine
2016,TGFB1,natural killer cell,cell-cytokine
2017,TGFB1,mesothelial cell,cell-cytokine
2018,TGFB1,hematopoietic stem cell,cell-cytokine
2019,TGFB1,odontoblast,cell-cytokine
2020,TGFB1,neuron,cell-cytokine
2021,TGFB1,stem cell,cell-cytokine
2022,TGFB1,vascular associated smooth muscle cell,cell-cytokine
2023,TGFB1,"CD8-positive, alpha-beta T cell",cell-cytokine
2024,TGFB1,neutrophil,cell-cytokine
2025,TGFB1,endothelial cell of vascular tree,cell-cytokine
2026,TGFB1,bone marrow cell,cell-cytokine
2027,TGFB1,myoblast,cell-cytokine
2028,TGFB1,smooth muscle cell,cell-cytokine
2029,TGFB1,granulosa cell,cell-cytokine
2030,TGFB1,hepatic stellate cell,cell-cytokine
2031,TGFB1,leukocyte,cell-cytokine
2032,TGFB1,bronchial epithelial cell,cell-cytokine
2033,TGFB1,muscle cell,cell-cytokine
2034,TGFB1,pericyte cell,cell-cytokine
2035,TGFB1,pneumocyte,cell-cytokine
2036,TGFB1,epithelial cell of lung,cell-cytokine
2037,TGFB1,cardiac muscle cell,cell-cytokine
2038,TGFB1,mammary epithelial cell,cell-cytokine
2039,TGFB1,keratocyte,cell-cytokine
2040,TGFB1,articular chondrocyte,cell-cytokine
2041,TGFB1,fibrocyte,cell-cytokine
2042,TGFB1,prostate stromal cell,cell-cytokine
2043,TGFB1,megakaryocyte,cell-cytokine
2044,TGFB1,alveolar macrophage,cell-cytokine
2045,TGFB1,eosinophil,cell-cytokine
2046,TGFB1,bladder cell,cell-cytokine
2047,TGFB1,epithelial cell of prostate,cell-cytokine
2048,TGFB1,myeloid cell,cell-cytokine
2049,TGFB1,endothelial cell of lymphatic vessel,cell-cytokine
2050,TGFB1,synovial cell,cell-cytokine
2051,TGFB1,fat cell,cell-cytokine
2052,TGFB1,motor neuron,cell-cytokine
2053,TGFB1,bone cell,cell-cytokine
2054,TGFB1,embryonic stem cell,cell-cytokine
2055,TGFB1,fibroblast of outer membrane of prostatic capsule,cell-cytokine
2056,TGFB1,trophoblast cell,cell-cytokine
2057,TGFB1,skin fibroblast,cell-cytokine
2058,TGFB1,cortical cell of adrenal gland,cell-cytokine
2059,TGFB1,cholangiocyte,cell-cytokine
2060,TGFB1,ameloblast,cell-cytokine
2061,TGFB1,Leydig cell,cell-cytokine
2062,TGFB1,basal cell,cell-cytokine
2063,TGFB1,oocyte,cell-cytokine
2064,TGFB1,mesothelial cell of peritoneum,cell-cytokine
2065,TGFB1,mature natural killer cell,cell-cytokine
2066,TGFB1,melanocyte,cell-cytokine
2067,TGFB1,dental pulp cell,cell-cytokine
2068,TGFB1,pro-B cell,cell-cytokine
2069,TGFB1,promonocyte,cell-cytokine
2070,TGFB1,nasopharyngeal epithelial cell,cell-cytokine
2071,TGFB1,stellate cell,cell-cytokine
2072,TGFB1,acinar cell,cell-cytokine
2073,TGFB1,basophil progenitor cell,cell-cytokine
2074,TGFB1,muscle fibroblast,cell-cytokine
2075,TGFB1,cytotoxic T cell,cell-cytokine
2076,TGFB1,gingival epithelial cell,cell-cytokine
2077,TGFB1,type II pneumocyte,cell-cytokine
2078,TGFB1,vein endothelial cell,cell-cytokine
2079,TGFB1,Sertoli cell,cell-cytokine
2080,TGFB1,Langerhans cell,cell-cytokine
2081,TGFB1,basophil,cell-cytokine
2082,TGFB1,dopaminergic neuron,cell-cytokine
2083,TGFB1,respiratory epithelial cell,cell-cytokine
2084,TGFB1,kidney cell,cell-cytokine
2085,TGFB1,cementoblast,cell-cytokine
2086,TGFB1,T-helper 17 cell,cell-cytokine
2087,TGFB1,T-helper 1 cell,cell-cytokine
2088,TGFB1,effector T cell,cell-cytokine
2089,TGFB1,oligodendrocyte,cell-cytokine
2090,TGFB1,myotube,cell-cytokine
2091,TGFB1,primary sensory neuron,cell-cytokine
2092,TGFB1,mature microglial cell,cell-cytokine
2093,TGFB1,myelinating Schwann cell,cell-cytokine
2094,TGFB1,goblet cell,cell-cytokine
2095,TGFB1,naive T cell,cell-cytokine
2096,TGFB1,erythroid progenitor cell,cell-cytokine
2097,TGFB1,preadipocyte,cell-cytokine
2098,TGFB1,ligament cell,cell-cytokine
2099,TGFB1,epithelioid macrophage,cell-cytokine
2100,TGFB1,skeletal muscle cell,cell-cytokine
2101,TGFB1,polygonal cell,cell-cytokine
2102,TGFB1,type B pancreatic cell,cell-cytokine
2103,TGFB1,mesodermal cell,cell-cytokine
2104,TGFB1,neuron of cerebral cortex,cell-cytokine
2105,TGFB1,helper T cell,cell-cytokine
2106,TGFB1,tendon cell,cell-cytokine
2107,TGFB1,plasmacytoid dendritic cell,cell-cytokine
2108,TGFB1,induced T-regulatory cell,cell-cytokine
2109,TGFB1,osteocyte,cell-cytokine
2110,TGFB1,dendritic cell,cell-cytokine
2111,TGFB1,aortic smooth muscle cell,cell-cytokine
2112,TGFB1,intestinal epithelial cell,cell-cytokine
2113,TGFA,keratinocyte,cell-cytokine
2114,TGFA,hepatocyte,cell-cytokine
2115,TGFA,epithelial cell,cell-cytokine
2116,TGFA,astrocyte,cell-cytokine
2117,TGFA,neuron,cell-cytokine
2118,TGFA,chondrocyte,cell-cytokine
2119,TGFA,monocyte,cell-cytokine
2120,TGFA,fibroblast,cell-cytokine
2121,TGFA,fibrocyte,cell-cytokine
2122,TGFA,endothelial cell,cell-cytokine
2123,TGFA,macrophage,cell-cytokine
2124,TGFA,natural killer cell,cell-cytokine
2125,TGFA,granulosa cell,cell-cytokine
2126,TGFA,motor neuron,cell-cytokine
2127,TGFA,articular chondrocyte,cell-cytokine
2128,TGFA,Sertoli cell,cell-cytokine
2129,TGFA,glial cell,cell-cytokine
2130,TGFA,oocyte,cell-cytokine
2131,TGFA,stromal cell,cell-cytokine
2132,TGFA,multinucleated giant cell,cell-cytokine
2133,TGFA,melanocyte,cell-cytokine
2134,TGFA,auditory hair cell,cell-cytokine
2135,TGFA,enterocyte,cell-cytokine
2136,TGFA,embryonic cell,cell-cytokine
2137,CKLF,myoblast,cell-cytokine
2138,CKLF,endothelial cell,cell-cytokine
2139,CCL3L1,eosinophil,cell-cytokine
2140,GDF15,myelinating Schwann cell,cell-cytokine
2141,GDF15,neuron,cell-cytokine
2142,GDF15,cardiac muscle cell,cell-cytokine
2143,GDF15,fibroblast,cell-cytokine
2144,GDF15,muscle cell,cell-cytokine
2145,GDF15,endothelial cell,cell-cytokine
2146,GDF15,oligodendrocyte,cell-cytokine
2147,GDF15,epithelial cell,cell-cytokine
2148,GDF15,T cell,cell-cytokine
2149,GDF15,macrophage,cell-cytokine
2150,GDF15,microglial cell,cell-cytokine
2151,GDF15,plasma cell,cell-cytokine
2152,GDF15,embryonic stem cell,cell-cytokine
2153,GDF15,sensory neuron,cell-cytokine
2154,GDF15,osteoclast,cell-cytokine
2155,GDF15,blastoderm cell,cell-cytokine
2156,GDF15,osteocyte,cell-cytokine
2157,GDF15,enterocyte,cell-cytokine
2158,GDF15,neutrophil,cell-cytokine
2159,GDF15,platelet,cell-cytokine
2160,GDF15,mature astrocyte,cell-cytokine
2161,GDF15,stem cell,cell-cytokine
2162,GDF15,skeletal muscle cell,cell-cytokine
2163,GDF15,oocyte,cell-cytokine
2164,GDF15,neuron of cerebral cortex,cell-cytokine
2165,GDF15,Sertoli cell,cell-cytokine
2166,GDF15,reticulocyte,cell-cytokine
2167,GDF15,trichogen cell,cell-cytokine
2168,GDF15,natural killer cell,cell-cytokine
2169,SPP1,osteoblast,cell-cytokine
2170,SPP1,macrophage,cell-cytokine
2171,SPP1,fibroblast,cell-cytokine
2172,SPP1,smooth muscle cell,cell-cytokine
2173,SPP1,leukocyte,cell-cytokine
2174,SPP1,T cell,cell-cytokine
2175,SPP1,osteoclast,cell-cytokine
2176,SPP1,B cell,cell-cytokine
2177,SPP1,mesenchymal cell,cell-cytokine
2178,SPP1,glomerular visceral epithelial cell,cell-cytokine
2179,SPP1,T-helper 1 cell,cell-cytokine
2180,SPP1,"CD4-positive, alpha-beta T cell",cell-cytokine
2181,SPP1,chondrocyte,cell-cytokine
2182,SPP1,monocyte,cell-cytokine
2183,SPP1,neutrophil,cell-cytokine
2184,SPP1,endothelial cell,cell-cytokine
2185,SPP1,cardiac fibroblast,cell-cytokine
2186,SPP1,epithelial cell,cell-cytokine
2187,SPP1,"CD8-positive, alpha-beta T cell",cell-cytokine
2188,SPP1,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
2189,SPP1,keratinocyte,cell-cytokine
2190,SPP1,platelet,cell-cytokine
2191,SPP1,cementoblast,cell-cytokine
2192,OSM,leukocyte,cell-cytokine
2193,OSM,macrophage,cell-cytokine
2194,OSM,hepatocyte,cell-cytokine
2195,OSM,astrocyte,cell-cytokine
2196,OSM,keratinocyte,cell-cytokine
2197,OSM,endothelial cell,cell-cytokine
2198,OSM,stromal cell,cell-cytokine
2199,OSM,osteoblast,cell-cytokine
2200,OSM,synovial cell,cell-cytokine
2201,OSM,connective tissue cell,cell-cytokine
2202,IL34,macrophage,cell-cytokine
2203,IL34,monocyte,cell-cytokine
2204,IL34,inflammatory macrophage,cell-cytokine
2205,IL34,alternatively activated macrophage,cell-cytokine
2206,IL34,myeloid cell,cell-cytokine
2207,IL34,microglial cell,cell-cytokine
2208,IL34,fat cell,cell-cytokine
2209,IL34,neutrophil,cell-cytokine
2210,IL34,neuron,cell-cytokine
2211,IL34,endothelial cell,cell-cytokine
2212,IL10,T cell,cell-cytokine
2213,IL10,macrophage,cell-cytokine
2214,IL10,B cell,cell-cytokine
2215,IL10,monocyte,cell-cytokine
2216,IL10,"CD4-positive, alpha-beta T cell",cell-cytokine
2217,IL10,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",cell-cytokine
2218,IL10,lymphocyte,cell-cytokine
2219,IL10,dendritic cell,cell-cytokine
2220,IL10,"CD8-positive, alpha-beta T cell",cell-cytokine
2221,IL10,leukocyte,cell-cytokine
2222,IL10,T-helper 1 cell,cell-cytokine
2223,IL10,regulatory B cell,cell-cytokine
2224,IL10,neutrophil,cell-cytokine
2225,IL10,microglial cell,cell-cytokine
2226,IL10,Tr1 cell,cell-cytokine
2227,IL10,regulatory T cell,cell-cytokine
2228,IL10,T-helper 2 cell,cell-cytokine
2229,IL10,professional antigen presenting cell,cell-cytokine
2230,IL10,myeloid cell,cell-cytokine
2231,IL10,alternatively activated macrophage,cell-cytokine
2232,IL10,natural killer cell,cell-cytokine
2233,IL10,peritoneal macrophage,cell-cytokine
2234,IL10,induced T-regulatory cell,cell-cytokine
2235,IL10,mast cell,cell-cytokine
2236,IL10,plasmacytoid dendritic cell,cell-cytokine
2237,IL10,myeloid dendritic cell,cell-cytokine
2238,IL10,T-helper 17 cell,cell-cytokine
2239,IL10,effector T cell,cell-cytokine
2240,IL10,eosinophil,cell-cytokine
2241,IL10,cytotoxic T cell,cell-cytokine
2242,IL10,neuron,cell-cytokine
2243,IL10,B-1 B cell,cell-cytokine
2244,IL10,Kupffer cell,cell-cytokine
2245,IL10,epidermal cell,cell-cytokine
2246,IL10,B-1a B cell,cell-cytokine
2247,IL10,adult endothelial progenitor cell,cell-cytokine
2248,IL10,fibroblast,cell-cytokine
2249,IL10,hematopoietic stem cell,cell-cytokine
2250,IL10,memory B cell,cell-cytokine
2251,IL10,epithelial cell,cell-cytokine
2252,IL10,platelet,cell-cytokine
2253,IL10,endothelial cell,cell-cytokine
2254,IL10,mature microglial cell,cell-cytokine
2255,IL10,Langerhans cell,cell-cytokine
2256,IL10,"CD8-positive, alpha-beta regulatory T cell",cell-cytokine
2257,IL10,gamma-delta T cell,cell-cytokine
2258,IL10,mature neutrophil,cell-cytokine
2259,IL10,plasma cell,cell-cytokine
2260,IL10,bronchial epithelial cell,cell-cytokine
2261,IL10,splenic macrophage,cell-cytokine
2262,IL10,smooth muscle cell,cell-cytokine
2263,IL10,conventional dendritic cell,cell-cytokine
2264,IL10,erythrocyte,cell-cytokine
2265,IL10,keratinocyte,cell-cytokine
2266,IL10,granulocyte,cell-cytokine
2267,IL10,pigmented ciliary epithelial cell,cell-cytokine
2268,IL10,goblet cell,cell-cytokine
2269,IL10,astrocyte,cell-cytokine
2270,IL10,T-helper 9 cell,cell-cytokine
2271,IL10,alveolar macrophage,cell-cytokine
2272,IL10,osteoblast,cell-cytokine
2273,IL10,hepatocyte,cell-cytokine
2274,IL10,mononuclear phagocyte,cell-cytokine
2275,IL10,tracheal epithelial cell,cell-cytokine
2276,IL10,"CD4-positive, alpha-beta intraepithelial T cell",cell-cytokine
2277,IL10,mature B cell,cell-cytokine
2278,IL10,memory T cell,cell-cytokine
2279,IL10,embryonic stem cell,cell-cytokine
2280,IL10,granulocyte monocyte progenitor cell,cell-cytokine
2281,IL10,plasmablast,cell-cytokine
2282,IL10,natural T-regulatory cell,cell-cytokine
2283,IL10,fat cell,cell-cytokine
2284,IL10,classical monocyte,cell-cytokine
2285,IL10,neuronal stem cell,cell-cytokine
2286,IL10,glial cell,cell-cytokine
2287,IL10,naive T cell,cell-cytokine
2288,IL10,chondrocyte,cell-cytokine
2289,IL10,follicular dendritic cell,cell-cytokine
2290,IL10,helper T cell,cell-cytokine
2291,IL10,"CD8-positive, alpha-beta cytotoxic T cell",cell-cytokine
2292,IL10,"double-positive, alpha-beta thymocyte",cell-cytokine
2293,IL10,osteoclast,cell-cytokine
2294,IL10,mature NK T cell,cell-cytokine
2295,IL10,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",cell-cytokine
2296,IL10,melanocyte,cell-cytokine
2297,IL10,CD11c-low plasmacytoid dendritic cell,cell-cytokine
2298,IL10,thymocyte,cell-cytokine
2299,IL10,glomerular endothelial cell,cell-cytokine
2300,IL10,cardiac muscle cell,cell-cytokine
2301,IL12B,macrophage,cell-cytokine
2302,IL12B,T-helper 1 cell,cell-cytokine
2303,IL12B,T cell,cell-cytokine
2304,IL12B,dendritic cell,cell-cytokine
2305,IL12B,B cell,cell-cytokine
2306,IL12B,memory B cell,cell-cytokine
2307,IL12B,memory T cell,cell-cytokine
2308,IL12B,Langerhans cell,cell-cytokine
2309,IL12B,microglial cell,cell-cytokine
2310,IL12B,neutrophil,cell-cytokine
2311,IL12B,thymic plasmacytoid dendritic cell,cell-cytokine
2312,IL12B,lymphocyte,cell-cytokine
2313,IL12B,myoblast,cell-cytokine
2314,IL12B,glial cell,cell-cytokine
2315,CXCL8,neutrophil,cell-cytokine
2316,CXCL8,monocyte,cell-cytokine
2317,CXCL8,epithelial cell,cell-cytokine
2318,CXCL8,endothelial cell,cell-cytokine
2319,CXCL8,keratinocyte,cell-cytokine
2320,CXCL8,macrophage,cell-cytokine
2321,CXCL8,T cell,cell-cytokine
2322,CXCL8,eosinophil,cell-cytokine
2323,CXCL8,leukocyte,cell-cytokine
2324,CXCL8,bronchial epithelial cell,cell-cytokine
2325,CXCL8,intestinal epithelial cell,cell-cytokine
2326,CXCL8,respiratory epithelial cell,cell-cytokine
2327,CXCL8,fibroblast,cell-cytokine
2328,CXCL8,mature neutrophil,cell-cytokine
2329,CXCL8,mast cell,cell-cytokine
2330,CXCL8,stromal cell,cell-cytokine
2331,CXCL8,epithelial cell of lung,cell-cytokine
2332,CXCL8,platelet,cell-cytokine
2333,CXCL8,hepatocyte,cell-cytokine
2334,CXCL8,alveolar macrophage,cell-cytokine
2335,CXCL8,B cell,cell-cytokine
2336,CXCL8,adult endothelial progenitor cell,cell-cytokine
2337,CXCL8,mesenchymal cell,cell-cytokine
2338,CXCL8,granulocyte,cell-cytokine
2339,CXCL8,granulosa cell,cell-cytokine
2340,CXCL8,enterocyte,cell-cytokine
2341,CXCL8,neuron,cell-cytokine
2342,CXCL8,chondrocyte,cell-cytokine
2343,CXCL8,osteoclast,cell-cytokine
2344,CXCL8,hematopoietic stem cell,cell-cytokine
2345,CXCL8,astrocyte,cell-cytokine
2346,CXCL8,lymphocyte,cell-cytokine
